id,ans
429,2
430,4
431,0
432,2
433,4
434,0
435,2
436,4
437,2
438,0
439,1
440,0
441,1
442,5
443,0
444,0
445,0
446,1
447,2
448,5
449,2
450,3
451,0
452,0
453,2
454,3
455,2
456,2
457,5
458,1
459,5
460,2
461,2
462,5
463,0
464,1
465,5
466,1
467,1
468,0
469,1
470,5
471,4
472,3
473,0
474,1
475,0
476,2
477,0
478,1
479,4
480,2
481,0
482,1
483,4
484,5
485,5
486,1
487,3
488,3
489,5
490,0
491,4
492,0
493,0
494,1
495,2
496,5
497,2
498,0
499,0
500,4
501,0
502,1
503,4
504,2
505,1
506,5
507,2
508,1
509,2
510,5
511,1
512,1
513,2
514,2
515,1
516,5
517,2
518,4
519,4
520,1
521,3
522,0
523,2
524,2
525,4
526,5
527,5
528,0
529,4
530,5
531,2
532,5
533,2
534,0
535,3
536,3
537,4
538,4
539,3
540,5
541,3
542,1
543,2
544,0
545,3
546,0
547,4
548,3
549,4
550,1
551,4
552,2
553,0
554,5
555,1
556,1
557,3
558,1
559,5
560,2
561,0
562,0
563,2
564,5
565,1
566,5
567,2
568,3
569,5
570,0
571,1
572,2
573,5
574,4
575,1
576,5
577,3
578,0
579,3
580,5
581,3
582,1
583,0
584,0
585,0
586,0
587,0
588,4
589,2
590,2
591,1
592,2
593,0
594,4
595,5
596,0
597,5
598,4
599,0
600,3
601,4
602,2
603,5
604,1
605,2
606,1
607,1
608,1
609,1
610,5
611,3
612,0
613,3
614,2
615,3
616,4
617,1
618,4
619,5
620,1
621,4
622,3
623,3
624,0
625,3
626,5
627,5
628,4
629,2
630,5
631,1
632,0
633,4
634,0
635,3
636,0
637,0
638,1
639,0
640,2
641,3
642,1
643,5
644,5
645,0
646,0
647,4
648,4
649,5
650,2
651,4
652,1
653,4
654,0
655,0
656,2
657,0
658,5
659,0
660,1
661,0
662,1
663,1
664,5
665,2
666,3
667,4
668,2
669,5
670,2
671,1
672,2
673,3
674,0
675,4
676,2
677,3
678,1
679,4
680,5
681,2
682,0
683,3
684,5
685,3
686,1
687,5
688,5
689,5
690,0
691,5
692,2
693,4
694,0
695,4
696,3
697,1
698,0
699,3
700,0
701,4
702,3
703,0
704,2
705,4
706,0
707,0
708,3
709,1
710,0
711,2
712,4
713,2
714,3
715,4
716,0
717,1
718,2
719,3
720,4
721,1
722,1
723,5
724,0
725,0
726,2
727,5
728,5
729,0
730,0
731,1
732,4
733,0
734,3
735,4
736,4
737,5
738,5
739,3
740,3
741,0
742,1
743,2
744,3
745,4
746,4
747,1
748,2
749,3
750,4
751,0
752,0
753,4
754,0
755,4
756,2
757,5
758,0
759,0
760,0
761,4
762,2
763,0
764,2
765,0
766,4
767,0
768,1
769,0
770,0
771,3
772,0
773,4
774,2
775,1
776,4
777,2
778,0
779,5
780,1
781,4
782,1
783,4
784,0
785,3
786,4
787,4
788,4
789,2
790,0
791,4
792,4
793,5
794,2
795,2
796,1
797,1
798,2
799,5
800,5
801,2
802,3
803,5
804,1
805,3
806,1
807,2
808,0
809,0
810,2
811,1
812,3
813,0
814,2
815,4
816,0
817,4
818,5
819,1
820,2
821,1
822,3
823,2
824,1
825,2
826,4
827,2
828,1
829,2
830,1
831,5
832,0
833,3
834,5
835,3
836,4
837,2
838,4
839,0
840,2
841,4
842,2
843,2
844,1
845,5
846,0
847,4
848,1
849,1
850,5
851,3
852,2
853,0
854,4
855,0
856,1
857,3
858,4
859,5
860,5
861,0
862,1
863,4
864,2
865,0
866,1
867,1
868,2
869,3
870,1
871,0
872,4
873,0
874,5
875,0
876,3
877,0
878,3
879,0
880,5
881,0
882,2
883,3
884,3
885,1
886,1
887,0
888,5
889,0
890,4
891,3
892,2
893,0
894,1
895,4
896,3
897,1
898,5
899,1
900,5
901,3
902,3
903,2
904,4
905,5
906,2
907,4
908,5
909,5
910,0
911,0
912,4
913,0
914,1
915,5
916,1
917,3
918,1
919,3
920,1
921,5
922,5
923,4
924,2
925,4
926,4
927,4
928,2
929,4
930,3
931,0
932,1
933,0
934,0
935,0
936,0
937,4
938,0
939,0
940,0
941,4
942,5
943,5
944,4
945,0
946,0
947,1
948,4
949,4
950,0
951,0
952,0
953,4
954,0
955,4
956,4
957,1
958,4
959,4
960,0
961,0
962,4
963,2
964,1
965,3
966,0
967,0
968,3
969,2
970,4
971,0
972,2
973,3
974,5
975,1
976,4
977,5
978,4
979,4
980,4
981,0
982,0
983,3
984,0
985,0
986,0
987,0
988,2
989,0
990,0
991,0
992,4
993,4
994,2
995,4
996,1
997,0
998,3
999,4
1000,1
1001,0
1002,4
1003,5
1004,1
1005,0
1006,0
1007,2
1008,0
1009,2
1010,0
1011,0
1012,1
1013,0
1014,0
1015,3
1016,0
1017,0
1018,0
1019,0
1020,0
1021,3
1022,2
1023,0
1024,5
1025,3
1026,2
1027,0
1028,3
1029,4
1030,1
1031,5
1032,2
1033,4
1034,2
1035,0
1036,5
1037,4
1038,4
1039,4
1040,0
1041,1
1042,5
1043,5
1044,5
1045,2
1046,2
1047,4
1048,3
1049,0
1050,5
1051,1
1052,2
1053,5
1054,5
1055,4
1056,0
1057,1
1058,2
1059,0
1060,0
1061,0
1062,5
1063,4
1064,0
1065,0
1066,5
1067,0
1068,5
1069,3
1070,3
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,1
1079,3
1080,0
1081,0
1082,0
1083,4
1084,0
1085,5
1086,4
1087,2
1088,2
1089,3
1090,2
1091,0
1092,4
1093,5
1094,0
1095,0
1096,1
1097,5
1098,2
1099,2
1100,2
1101,2
1102,3
1103,5
1104,1
1105,4
1106,5
1107,2
1108,2
1109,3
1110,3
1111,4
1112,0
1113,1
1114,2
1115,3
1116,3
1117,0
1118,1
1119,3
1120,2
1121,4
1122,4
1123,2
1124,4
1125,2
1126,2
1127,0
1128,4
1129,3
1130,3
1131,5
1132,3
1133,1
1134,1
1135,3
1136,4
1137,5
1138,5
1139,0
1140,0
1141,3
1142,1
1143,2
1144,3
1145,4
1146,5
1147,5
1148,1
1149,0
1150,1
1151,3
1152,4
1153,4
1154,2
1155,5
1156,2
1157,2
1158,0
1159,1
1160,2
1161,0
1162,4
1163,2
1164,5
1165,4
1166,5
1167,3
1168,1
1169,2
1170,1
1171,4
1172,2
1173,2
1174,1
1175,5
1176,0
1177,5
1178,4
1179,0
1180,2
1181,1
1182,5
1183,2
1184,3
1185,3
1186,0
1187,5
1188,4
1189,1
1190,0
1191,2
1192,3
1193,3
1194,2
1195,5
1196,0
1197,1
1198,2
1199,0
1200,3
1201,5
1202,0
1203,1
1204,3
1205,5
1206,5
1207,5
1208,2
1209,4
1210,4
1211,0
1212,1
1213,5
1214,2
1215,1
1216,0
1217,5
1218,4
1219,3
1220,5
1221,0
1222,0
1223,4
1224,1
1225,1
1226,0
1227,3
1228,1
1229,0
1230,2
1231,0
1232,0
1233,4
1234,2
1235,3
1236,3
1237,1
1238,0
1239,4
1240,2
1241,0
1242,1
1243,5
1244,2
1245,2
1246,5
1247,0
1248,2
1249,5
1250,5
1251,0
1252,1
1253,5
1254,3
1255,4
1256,0
1257,0
1258,2
1259,0
1260,4
1261,3
1262,2
1263,3
1264,5
1265,4
1266,1
1267,0
1268,0
1269,1
1270,3
1271,4
1272,1
1273,2
1274,1
1275,2
1276,0
1277,3
1278,3
1279,2
1280,5
1281,5
1282,2
1283,2
1284,5
1285,3
1286,4
1287,0
1288,5
1289,4
1290,0
1291,0
1292,1
1293,4
1294,4
1295,3
1296,5
1297,0
1298,1
1299,1
1300,1
1301,1
1302,4
1303,3
1304,0
1305,2
1306,5
1307,2
1308,5
1309,2
1310,2
1311,1
1312,0
1313,3
1314,2
1315,1
1316,4
1317,1
1318,0
1319,0
1320,2
1321,3
1322,5
1323,0
1324,3
1325,2
1326,3
1327,5
1328,3
1329,1
1330,2
1331,0
1332,4
1333,2
1334,1
1335,5
1336,1
1337,5
1338,2
1339,2
1340,4
1341,4
1342,4
1343,3
1344,2
1345,1
1346,0
1347,0
1348,1
1349,5
1350,0
1351,1
1352,5
1353,1
1354,5
1355,0
1356,5
1357,3
1358,4
1359,0
1360,3
1361,1
1362,0
1363,5
1364,2
1365,2
1366,0
1367,5
1368,0
1369,0
1370,0
1371,5
1372,3
1373,5
1374,5
1375,1
1376,2
1377,0
1378,5
1379,5
1380,3
1381,5
1382,4
1383,3
1384,3
1385,5
1386,0
1387,5
1388,3
1389,5
1390,3
1391,1
1392,3
1393,3
1394,3
1395,0
1396,5
1397,5
1398,0
1399,4
1400,1
1401,0
1402,5
1403,2
1404,4
1405,2
1406,5
1407,2
1408,5
1409,5
1410,4
1411,1
1412,2
1413,3
1414,1
1415,0
1416,5
1417,4
1418,2
1419,1
1420,2
1421,5
1422,5
1423,4
1424,1
1425,2
1426,3
1427,2
1428,3
1429,0
1430,1
1431,0
1432,3
1433,5
1434,0
1435,3
1436,5
1437,4
1438,4
1439,0
1440,1
1441,5
1442,1
1443,2
1444,3
1445,4
1446,2
1447,0
1448,1
1449,3
1450,0
1451,0
1452,5
1453,2
1454,0
1455,0
1456,4
1457,1
1458,2
1459,1
1460,5
1461,0
1462,4
1463,4
1464,2
1465,3
1466,1
1467,1
1468,1
1469,2
1470,5
1471,1
1472,0
1473,4
1474,2
1475,1
1476,5
1477,4
1478,4
1479,4
1480,2
1481,3
1482,2
1483,4
1484,3
1485,5
1486,1
1487,2
1488,3
1489,0
1490,5
1491,5
1492,0
1493,4
1494,1
1495,1
1496,4
1497,5
1498,5
1499,0
1500,2
1501,5
1502,5
1503,0
1504,2
1505,0
1506,3
1507,0
1508,4
1509,1
1510,0
1511,2
1512,0
1513,3
1514,1
1515,1
1516,1
1517,1
1518,1
1519,2
1520,5
1521,0
1522,2
1523,3
1524,5
1525,4
1526,2
1527,1
1528,2
1529,3
1530,3
1531,0
1532,4
1533,5
1534,5
1535,3
1536,2
1537,2
1538,5
1539,3
1540,1
1541,1
1542,2
1543,4
1544,1
1545,0
1546,0
1547,5
1548,3
1549,0
1550,3
1551,2
1552,4
1553,3
1554,0
1555,4
1556,1
1557,0
1558,4
1559,5
1560,0
1561,4
1562,3
1563,4
1564,5
1565,3
1566,5
1567,3
1568,5
1569,5
1570,4
1571,2
1572,0
1573,5
1574,4
1575,0
1576,3
1577,3
1578,4
1579,4
1580,0
1581,3
1582,0
1583,3
1584,5
1585,3
1586,4
1587,4
1588,5
1589,0
1590,4
1591,1
1592,2
1593,3
1594,4
1595,5
1596,1
1597,2
1598,3
1599,4
1600,5
1601,0
1602,0
1603,4
1604,4
1605,0
1606,3
1607,2
1608,4
1609,4
1610,2
1611,3
1612,1
1613,5
1614,0
1615,0
1616,5
1617,0
1618,2
1619,2
1620,0
1621,1
1622,0
1623,0
1624,1
1625,5
1626,0
1627,2
1628,0
1629,0
1630,0
1631,3
1632,5
1633,5
1634,0
1635,0
1636,5
1637,0
1638,0
1639,0
1640,2
1641,2
1642,3
1643,3
1644,3
1645,1
1646,2
1647,1
1648,3
1649,0
1650,4
1651,2
1652,5
1653,4
1654,1
1655,2
1656,1
1657,5
1658,3
1659,3
1660,5
1661,4
1662,2
1663,5
1664,4
1665,1
1666,2
1667,0
1668,4
1669,1
1670,0
1671,3
1672,0
1673,5
1674,2
1675,2
1676,1
1677,0
1678,0
1679,0
1680,4
1681,4
1682,5
1683,2
1684,2
1685,4
1686,5
1687,2
1688,4
1689,3
1690,1
1691,0
1692,2
1693,1
1694,2
1695,0
1696,3
1697,0
1698,2
1699,2
1700,0
1701,3
1702,0
1703,3
1704,4
1705,0
1706,0
1707,1
1708,2
1709,3
1710,1
1711,2
1712,0
1713,4
1714,3
1715,1
1716,5
1717,4
1718,4
1719,1
1720,4
1721,3
1722,4
1723,4
1724,1
1725,5
1726,0
1727,3
1728,4
1729,3
1730,1
1731,5
1732,3
1733,5
1734,3
1735,5
1736,4
1737,2
1738,1
1739,0
1740,4
1741,1
1742,0
1743,3
1744,1
1745,3
1746,4
1747,0
1748,2
1749,5
1750,4
1751,2
1752,1
1753,4
1754,2
1755,1
1756,3
1757,4
1758,3
1759,4
1760,2
1761,0
1762,1
1763,1
1764,5
1765,0
1766,2
1767,0
1768,2
1769,4
1770,0
1771,2
1772,2
1773,5
1774,4
1775,3
1776,2
1777,4
1778,2
1779,1
1780,3
1781,5
1782,5
1783,3
1784,2
1785,3
1786,5
1787,4
1788,1
1789,1
1790,1
1791,2
1792,0
1793,2
1794,1
1795,5
1796,4
1797,5
1798,0
1799,0
1800,1
1801,1
1802,4
1803,0
1804,2
1805,5
1806,4
1807,3
1808,2
1809,1
1810,3
1811,3
1812,2
1813,5
1814,1
1815,4
1816,2
1817,3
1818,0
1819,3
1820,3
1821,3
1822,2
1823,5
1824,3
1825,3
1826,1
1827,3
1828,4
1829,3
1830,2
1831,2
1832,0
1833,5
1834,0
1835,1
1836,5
1837,0
1838,1
1839,3
1840,5
1841,0
1842,1
1843,5
1844,2
1845,3
1846,0
1847,3
1848,0
1849,3
1850,3
1851,1
1852,0
1853,5
1854,1
1855,0
1856,0
1857,2
1858,5
1859,0
1860,2
1861,2
1862,2
1863,0
1864,4
1865,2
1866,4
1867,4
1868,0
1869,3
1870,4
1871,4
1872,3
1873,5
1874,4
1875,1
1876,0
1877,4
1878,3
1879,1
1880,5
1881,3
1882,5
1883,3
1884,2
1885,4
1886,0
1887,2
1888,2
1889,3
1890,2
1891,4
1892,1
1893,4
1894,3
1895,1
1896,4
1897,0
1898,3
1899,2
1900,1
1901,0
1902,1
1903,2
1904,0
1905,5
1906,3
1907,2
1908,4
1909,5
1910,5
1911,3
1912,2
1913,3
1914,0
1915,5
1916,3
1917,0
1918,3
1919,1
1920,3
1921,3
1922,2
1923,0
1924,2
1925,5
1926,1
1927,4
1928,5
1929,2
1930,2
1931,2
1932,3
1933,5
1934,3
1935,1
1936,1
1937,3
1938,0
1939,0
1940,5
1941,1
1942,3
1943,5
1944,2
1945,4
1946,3
1947,2
1948,1
1949,3
1950,5
1951,1
1952,4
1953,5
1954,4
1955,1
1956,0
1957,1
1958,2
1959,3
1960,5
1961,1
1962,4
1963,1
1964,5
1965,2
1966,5
1967,1
1968,5
1969,0
1970,3
1971,0
1972,0
1973,2
1974,1
1975,2
1976,4
1977,5
1978,2
1979,0
1980,2
1981,0
1982,0
1983,2
1984,3
1985,4
1986,4
1987,0
1988,1
1989,4
1990,3
1991,3
1992,1
1993,2
1994,3
1995,4
1996,0
1997,4
1998,1
1999,2
2000,3
2001,3
2002,3
2003,2
2004,3
2005,0
2006,0
2007,1
2008,1
2009,3
2010,0
2011,2
2012,0
2013,1
2014,5
2015,0
2016,3
2017,3
2018,4
2019,3
2020,4
2021,0
2022,2
2023,4
2024,5
2025,4
2026,0
2027,2
2028,3
2029,2
2030,5
2031,4
2032,5
2033,5
2034,1
2035,0
2036,4
2037,1
2038,2
2039,3
2040,0
2041,5
2042,3
2043,3
2044,4
2045,1
2046,3
2047,4
2048,3
2049,1
2050,2
2051,5
2052,0
2053,2
2054,3
2055,4
2056,5
2057,3
2058,0
2059,3
2060,5
2061,0
2062,2
2063,0
2064,1
2065,1
2066,0
2067,3
2068,2
2069,2
2070,0
2071,0
2072,0
2073,1
2074,0
2075,1
2076,3
2077,0
2078,1
2079,0
2080,0
2081,1
2082,5
2083,1
2084,3
2085,3
2086,0
2087,3
2088,3
2089,0
2090,1
2091,0
2092,4
2093,3
2094,1
2095,4
2096,4
2097,4
2098,3
2099,1
2100,0
2101,5
2102,0
2103,1
2104,2
2105,2
2106,3
2107,4
2108,2
2109,3
2110,3
2111,1
2112,2
2113,0
2114,4
2115,4
2116,3
2117,4
2118,3
2119,4
2120,5
2121,2
2122,2
2123,5
2124,3
2125,2
2126,0
2127,0
2128,2
2129,4
2130,0
2131,0
2132,1
2133,2
2134,5
2135,4
2136,1
2137,5
2138,3
2139,5
2140,4
2141,4
2142,1
2143,5
2144,3
2145,4
2146,5
2147,0
2148,1
2149,2
2150,2
2151,0
2152,4
2153,4
2154,4
2155,0
2156,4
2157,3
2158,5
2159,3
2160,1
2161,2
2162,2
2163,0
2164,1
2165,4
2166,1
2167,0
2168,0
2169,0
2170,4
2171,4
2172,5
2173,3
2174,4
2175,3
2176,1
2177,2
2178,4
2179,3
2180,4
2181,3
2182,3
2183,2
2184,5
2185,2
2186,2
2187,4
2188,2
2189,4
2190,5
2191,2
2192,0
2193,1
2194,3
2195,1
2196,5
2197,1
2198,4
2199,4
2200,5
2201,0
2202,0
2203,1
2204,2
2205,1
2206,0
2207,0
2208,2
2209,0
2210,3
2211,2
2212,2
2213,2
2214,4
2215,1
2216,4
2217,2
2218,4
2219,3
2220,0
2221,0
2222,3
2223,1
2224,5
2225,1
2226,1
2227,1
2228,3
2229,0
2230,4
2231,4
2232,1
2233,5
2234,0
2235,3
2236,5
2237,0
2238,3
2239,5
2240,1
2241,3
2242,2
2243,5
2244,1
2245,0
2246,2
2247,1
2248,5
2249,3
2250,4
2251,3
2252,1
2253,2
2254,4
2255,2
2256,1
2257,5
2258,2
2259,2
2260,4
2261,2
2262,3
2263,3
2264,5
2265,5
2266,4
2267,4
2268,5
2269,5
2270,3
2271,4
2272,2
2273,3
2274,1
2275,4
2276,2
2277,4
2278,0
2279,1
2280,0
2281,0
2282,3
2283,5
2284,5
2285,5
2286,5
2287,0
2288,0
2289,0
2290,0
2291,1
2292,1
2293,3
2294,0
2295,5
2296,3
2297,5
2298,5
2299,2
2300,2
2301,0
2302,1
2303,4
2304,2
2305,1
2306,1
2307,5
2308,3
2309,5
2310,5
2311,4
2312,0
2313,5
2314,5
2315,5
2316,2
2317,4
2318,2
2319,0
2320,3
2321,1
2322,2
2323,2
2324,0
2325,1
2326,3
2327,2
2328,3
2329,1
2330,1
2331,2
2332,3
2333,3
2334,0
2335,1
2336,0
2337,2
2338,5
2339,5
2340,3
2341,2
2342,3
2343,1
2344,1
2345,3
2346,1
2347,1
2348,4
2349,2
2350,1
2351,3
2352,0
2353,4
2354,4
2355,4
2356,5
2357,5
2358,4
2359,2
2360,2
2361,2
2362,4
2363,3
2364,0
2365,1
2366,2
2367,1
2368,5
2369,0
2370,4
2371,5
2372,4
2373,0
2374,3
2375,1
2376,4
2377,0
2378,3
2379,1
2380,2
2381,0
2382,0
2383,2
2384,3
2385,5
2386,3
2387,4
2388,1
2389,1
2390,2
2391,0
2392,4
2393,1
2394,5
2395,2
2396,5
2397,3
2398,5
2399,0
2400,4
2401,3
2402,5
2403,2
2404,2
2405,4
2406,1
2407,2
2408,5
2409,2
2410,3
2411,0
2412,0
2413,0
2414,0
2415,3
2416,3
2417,0
2418,2
2419,3
2420,0
2421,1
2422,1
2423,0
2424,5
2425,4
2426,2
2427,4
2428,0
2429,0
2430,3
2431,2
2432,3
2433,3
2434,1
2435,0
2436,4
2437,4
2438,1
2439,2
2440,2
2441,4
2442,1
2443,0
2444,4
2445,0
2446,2
2447,4
2448,5
2449,0
2450,5
2451,2
2452,3
2453,1
2454,0
2455,5
2456,0
2457,1
2458,0
2459,2
2460,1
2461,0
2462,1
2463,4
2464,4
2465,5
2466,0
2467,4
2468,1
2469,5
2470,5
2471,4
2472,5
2473,2
2474,2
2475,0
2476,4
2477,4
2478,5
2479,3
2480,4
2481,2
2482,1
2483,2
2484,0
2485,1
2486,1
2487,3
2488,0
2489,5
2490,3
2491,4
2492,2
2493,1
2494,5
2495,4
2496,1
2497,5
2498,1
2499,4
2500,3
2501,0
2502,0
2503,0
2504,0
2505,4
2506,1
2507,4
2508,4
2509,0
2510,5
2511,5
2512,2
2513,5
2514,1
2515,1
2516,1
2517,1
2518,0
2519,1
2520,4
2521,2
2522,1
2523,5
2524,0
2525,3
2526,5
2527,4
2528,5
2529,4
2530,2
2531,1
2532,3
2533,0
2534,3
2535,4
2536,2
2537,1
2538,0
2539,4
2540,2
2541,3
2542,0
2543,5
2544,1
2545,4
2546,0
2547,3
2548,0
2549,5
2550,1
2551,0
2552,2
2553,0
2554,5
2555,1
2556,4
2557,5
2558,5
2559,3
2560,0
2561,0
2562,5
2563,5
2564,0
2565,2
2566,4
2567,0
2568,5
2569,0
2570,2
2571,1
2572,1
2573,5
2574,5
2575,2
2576,4
2577,3
2578,4
2579,5
2580,1
2581,3
2582,4
2583,4
2584,5
2585,4
2586,1
2587,0
2588,0
2589,2
2590,1
2591,4
2592,0
2593,5
2594,0
2595,2
2596,2
2597,4
2598,0
2599,0
2600,0
2601,3
2602,0
2603,1
2604,1
2605,5
2606,3
2607,0
2608,4
2609,3
2610,1
2611,1
2612,1
2613,3
2614,2
2615,5
2616,2
2617,3
2618,3
2619,1
2620,0
2621,2
2622,4
2623,4
2624,0
2625,5
2626,2
2627,5
2628,4
2629,5
2630,3
2631,1
2632,0
2633,5
2634,1
2635,4
2636,0
2637,4
2638,3
2639,1
2640,2
2641,0
2642,4
2643,5
2644,3
2645,1
2646,2
2647,4
2648,1
2649,0
2650,2
2651,0
2652,1
2653,1
2654,3
2655,5
2656,0
2657,1
2658,2
2659,3
2660,2
2661,5
2662,3
2663,3
2664,1
2665,5
2666,3
2667,1
2668,4
2669,0
2670,3
2671,5
2672,2
2673,4
2674,1
2675,1
2676,4
2677,5
2678,4
2679,2
2680,3
2681,2
2682,1
2683,0
2684,0
2685,1
2686,2
2687,0
2688,0
2689,0
2690,0
2691,5
2692,0
2693,2
2694,3
2695,3
2696,0
2697,3
2698,1
2699,0
2700,0
2701,2
2702,5
2703,1
2704,5
2705,3
2706,1
2707,1
2708,3
2709,5
2710,1
2711,2
2712,0
2713,4
2714,2
2715,4
2716,3
2717,3
2718,4
2719,5
2720,0
2721,4
2722,2
2723,3
2724,2
2725,3
2726,2
2727,5
2728,4
2729,1
2730,3
2731,1
2732,3
2733,3
2734,2
2735,0
2736,0
2737,1
2738,4
2739,2
2740,5
2741,0
2742,3
2743,1
2744,5
2745,3
2746,0
2747,2
2748,2
2749,3
2750,1
2751,0
2752,1
2753,3
2754,2
2755,4
2756,1
2757,3
2758,2
2759,5
2760,4
2761,0
2762,5
2763,4
2764,0
2765,3
2766,5
2767,4
2768,3
2769,5
2770,2
2771,2
2772,5
2773,5
2774,2
2775,4
2776,1
2777,2
2778,2
2779,4
2780,2
2781,0
2782,2
2783,0
2784,1
2785,2
2786,0
2787,0
2788,5
2789,4
2790,0
2791,5
2792,1
2793,1
2794,1
2795,3
2796,0
2797,0
2798,5
2799,3
2800,0
2801,0
2802,1
2803,0
2804,0
2805,3
2806,3
2807,0
2808,0
2809,0
2810,2
2811,3
2812,4
2813,2
2814,3
2815,4
2816,0
2817,2
2818,1
2819,2
2820,1
2821,0
2822,3
2823,3
2824,5
2825,2
2826,1
2827,0
2828,0
2829,4
2830,5
2831,4
2832,2
2833,0
2834,1
2835,2
2836,3
2837,3
2838,3
2839,5
2840,0
2841,5
2842,2
2843,5
2844,5
2845,2
2846,3
2847,0
2848,3
2849,2
2850,0
2851,0
2852,5
2853,2
2854,4
2855,3
2856,2
2857,0
2858,1
2859,2
2860,2
2861,4
2862,3
2863,1
2864,0
2865,1
2866,2
2867,5
2868,0
2869,2
2870,2
2871,1
2872,5
2873,5
2874,1
2875,4
2876,0
2877,4
2878,4
2879,0
2880,1
2881,0
2882,0
2883,2
2884,0
2885,1
2886,0
2887,0
2888,0
2889,2
2890,3
2891,0
2892,1
2893,0
2894,3
2895,0
2896,2
2897,4
2898,3
2899,3
2900,1
2901,3
2902,1
2903,4
2904,1
2905,0
2906,5
2907,0
2908,0
2909,1
2910,5
2911,1
2912,5
2913,2
2914,4
2915,0
2916,4
2917,4
2918,3
2919,4
2920,3
2921,4
2922,0
2923,0
2924,0
2925,1
2926,0
2927,2
2928,0
2929,1
2930,5
2931,3
2932,0
2933,2
2934,0
2935,5
2936,3
2937,0
2938,5
2939,2
2940,0
2941,1
2942,4
2943,4
2944,0
2945,4
2946,2
2947,5
2948,3
2949,0
2950,3
2951,4
2952,5
2953,0
2954,1
2955,1
2956,0
2957,0
2958,0
2959,5
2960,3
2961,1
2962,0
2963,1
2964,2
2965,1
2966,3
2967,3
2968,2
2969,2
2970,2
2971,0
2972,4
2973,5
2974,2
2975,2
2976,1
2977,5
2978,5
2979,2
2980,1
2981,4
2982,5
2983,2
2984,2
2985,3
2986,0
2987,2
2988,3
2989,5
2990,4
2991,2
2992,0
2993,0
2994,3
2995,0
2996,0
2997,2
