id,ans
894,1
895,4
896,1
897,1
898,5
899,4
900,5
901,3
902,3
903,2
904,4
905,5
906,2
907,4
908,4
909,3
910,0
911,0
912,4
913,5
914,1
915,5
916,1
917,3
918,4
919,0
920,1
921,3
922,5
923,4
924,2
925,4
926,4
927,4
928,2
929,0
930,3
931,0
932,1
933,0
934,0
935,0
936,0
937,4
938,0
939,0
940,0
941,5
942,5
943,5
944,0
945,0
946,0
947,1
948,5
949,0
950,0
951,1
952,5
953,4
954,0
955,2
956,4
957,1
958,4
959,4
960,0
961,5
962,4
963,2
964,1
965,0
966,0
967,0
968,3
969,2
970,2
971,0
972,0
973,0
974,3
975,1
976,4
977,5
978,4
979,4
980,4
981,0
982,0
983,2
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,1
992,4
993,0
994,2
995,4
996,0
997,0
998,2
999,4
1000,5
1001,0
1002,4
1003,5
1004,1
1005,0
1006,0
1007,2
1008,0
1009,2
1010,4
1011,0
1012,1
1013,0
1014,0
1015,3
1016,0
1017,0
1018,0
1019,0
1020,0
1021,3
1022,2
1023,0
1024,5
1025,0
1026,2
1027,0
1028,5
1029,4
1030,1
1031,5
1032,3
1033,4
1034,2
1035,0
1036,4
1037,4
1038,2
1039,4
1040,0
1041,4
1042,5
1043,2
1044,5
1045,2
1046,2
1047,1
1048,3
1049,4
1050,5
1051,1
1052,2
1053,2
1054,5
1055,0
1056,0
1057,1
1058,2
1059,2
1060,0
1061,3
1062,4
1063,4
1064,0
1065,0
1066,5
1067,0
1068,5
1069,3
1070,1
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,2
1080,0
1081,0
1082,0
1083,4
1084,0
1085,0
1086,4
1087,2
1088,2
1089,3
1090,3
1091,5
1092,4
1093,5
1094,0
1095,0
1096,4
1097,5
1098,2
1099,2
1100,2
1101,2
1102,3
1103,4
1104,1
1105,0
1106,5
1107,2
1108,2
1109,3
1110,3
1111,4
1112,0
1113,2
1114,4
1115,3
1116,4
1117,0
1118,1
1119,3
1120,2
1121,4
1122,4
1123,0
1124,3
1125,2
1126,2
1127,0
1128,4
1129,1
1130,2
1131,3
1132,3
1133,1
1134,1
1135,3
1136,4
1137,0
1138,5
1139,5
1140,5
1141,5
1142,1
1143,1
1144,3
1145,4
1146,5
1147,5
1148,1
1149,0
1150,1
1151,3
1152,4
1153,0
1154,2
1155,5
1156,2
1157,3
1158,0
1159,1
1160,2
1161,0
1162,2
1163,1
1164,5
1165,4
1166,4
1167,3
1168,1
1169,2
1170,1
1171,1
1172,2
1173,2
1174,1
1175,5
1176,3
1177,5
1178,4
1179,0
1180,2
1181,1
1182,5
1183,2
1184,0
1185,0
1186,0
1187,4
1188,4
1189,3
1190,5
1191,2
1192,3
1193,3
1194,0
1195,5
1196,2
1197,1
1198,2
1199,1
1200,3
1201,5
1202,0
1203,2
1204,3
1205,5
1206,1
1207,5
1208,3
1209,4
1210,5
1211,0
1212,1
1213,4
1214,2
1215,1
1216,0
1217,5
1218,4
1219,2
1220,5
1221,0
1222,0
1223,4
1224,2
1225,1
1226,0
1227,3
1228,1
1229,0
1230,4
1231,0
1232,0
1233,4
1234,4
1235,3
1236,3
1237,1
1238,0
1239,0
1240,1
1241,0
1242,1
1243,5
1244,5
1245,2
1246,5
1247,3
1248,2
1249,5
1250,5
1251,0
1252,1
1253,3
1254,0
1255,4
1256,0
1257,0
1258,2
1259,2
1260,4
1261,3
1262,5
1263,3
1264,5
1265,4
1266,3
1267,1
1268,0
1269,1
1270,3
1271,4
1272,4
1273,2
1274,1
1275,2
1276,0
1277,3
1278,3
1279,2
1280,5
1281,1
1282,2
1283,2
1284,4
1285,3
1286,4
1287,0
1288,5
1289,0
1290,0
1291,2
1292,1
1293,2
1294,4
1295,5
1296,5
1297,0
1298,1
1299,1
1300,1
1301,1
1302,4
1303,3
1304,0
1305,4
1306,5
1307,2
1308,5
1309,2
1310,1
1311,1
1312,0
1313,3
1314,2
1315,1
1316,0
1317,1
1318,0
1319,1
1320,0
1321,3
1322,5
1323,3
1324,3
1325,2
1326,3
1327,5
1328,4
1329,1
1330,2
1331,1
1332,4
1333,5
1334,3
1335,0
1336,3
1337,5
1338,3
1339,2
1340,4
1341,4
1342,3
1343,3
1344,0
1345,1
1346,0
1347,0
1348,1
1349,5
1350,4
1351,1
1352,5
1353,5
1354,5
1355,0
1356,5
1357,3
1358,4
1359,0
1360,1
1361,1
1362,0
1363,0
1364,2
1365,2
1366,0
1367,5
1368,0
1369,0
1370,0
1371,5
1372,2
1373,5
1374,5
1375,1
1376,2
1377,0
1378,5
1379,5
1380,5
1381,4
1382,4
1383,3
1384,3
1385,5
1386,5
1387,3
1388,3
1389,5
1390,3
1391,5
1392,3
1393,3
1394,4
1395,2
1396,2
1397,5
1398,4
1399,4
1400,1
1401,0
1402,5
1403,0
1404,4
1405,2
1406,5
1407,2
1408,5
1409,5
1410,0
1411,4
1412,2
1413,3
1414,1
1415,0
1416,5
1417,4
1418,2
1419,1
1420,3
1421,5
1422,5
1423,3
1424,1
1425,2
1426,3
1427,2
1428,3
1429,0
1430,1
1431,0
1432,3
1433,4
1434,0
1435,0
1436,5
1437,4
1438,4
1439,0
1440,5
1441,0
1442,1
1443,2
1444,3
1445,3
1446,2
1447,0
1448,1
1449,3
1450,1
1451,3
1452,5
1453,2
1454,5
1455,4
1456,4
1457,1
1458,2
1459,5
1460,5
1461,0
1462,4
1463,5
1464,2
1465,3
1466,4
1467,1
1468,1
1469,4
1470,5
1471,1
1472,0
1473,0
1474,2
1475,4
1476,5
1477,1
1478,0
1479,4
1480,2
1481,3
1482,2
1483,4
1484,1
1485,5
1486,1
1487,2
1488,3
1489,0
1490,4
1491,3
1492,0
1493,4
1494,1
1495,2
1496,0
1497,5
1498,5
1499,2
1500,2
1501,5
1502,1
1503,0
1504,4
1505,0
1506,1
1507,0
1508,4
1509,3
1510,0
1511,2
1512,0
1513,4
1514,1
1515,1
1516,2
1517,1
1518,1
1519,3
1520,5
1521,0
1522,2
1523,3
1524,5
1525,4
1526,1
1527,1
1528,5
1529,3
1530,3
1531,0
1532,4
1533,5
1534,5
1535,3
1536,2
1537,2
1538,0
1539,3
1540,2
1541,1
1542,2
1543,4
1544,4
1545,0
1546,0
1547,1
1548,2
1549,5
1550,3
1551,2
1552,4
1553,3
1554,0
1555,4
1556,1
1557,0
1558,4
1559,5
1560,0
1561,4
1562,3
1563,4
1564,5
1565,0
1566,3
1567,3
1568,5
1569,2
1570,2
1571,2
1572,0
1573,5
1574,1
1575,2
1576,3
1577,3
1578,4
1579,4
1580,0
1581,0
1582,0
1583,3
1584,5
1585,3
1586,3
1587,4
1588,5
1589,1
1590,4
1591,1
1592,2
1593,3
1594,0
1595,5
1596,1
1597,5
1598,3
1599,4
1600,5
1601,0
1602,1
1603,4
1604,2
1605,0
1606,3
1607,5
1608,4
1609,4
1610,0
1611,3
1612,1
1613,5
1614,0
1615,0
1616,2
1617,0
1618,2
1619,2
1620,5
1621,5
1622,0
1623,0
1624,1
1625,0
1626,0
1627,2
1628,0
1629,0
1630,0
1631,5
1632,5
1633,5
1634,0
1635,0
1636,5
1637,0
1638,0
1639,2
1640,2
1641,2
1642,2
1643,3
1644,3
1645,1
1646,3
1647,3
1648,0
1649,0
1650,4
1651,2
1652,1
1653,4
1654,1
1655,2
1656,1
1657,1
1658,3
1659,1
1660,5
1661,4
1662,2
1663,5
1664,4
1665,3
1666,2
1667,0
1668,3
1669,1
1670,0
1671,3
1672,0
1673,5
1674,2
1675,3
1676,0
1677,0
1678,0
1679,0
1680,3
1681,4
1682,2
1683,2
1684,3
1685,4
1686,1
1687,2
1688,4
1689,4
1690,1
1691,0
1692,2
1693,1
1694,2
1695,0
1696,3
1697,0
1698,5
1699,2
1700,0
1701,3
1702,0
1703,3
1704,4
1705,0
1706,0
1707,1
1708,2
1709,3
1710,1
1711,3
1712,2
1713,4
1714,3
1715,1
1716,0
1717,4
1718,4
1719,1
1720,5
1721,0
1722,2
1723,4
1724,1
1725,4
1726,0
1727,3
1728,2
1729,3
1730,1
1731,5
1732,4
1733,5
1734,3
1735,5
1736,4
1737,0
1738,1
1739,0
1740,4
1741,1
1742,0
1743,1
1744,1
1745,3
1746,4
1747,4
1748,4
1749,5
1750,4
1751,2
1752,3
1753,4
1754,2
1755,1
1756,0
1757,5
1758,3
1759,4
1760,2
1761,0
1762,1
1763,1
1764,1
1765,0
1766,3
1767,0
1768,2
1769,4
1770,0
1771,2
1772,2
1773,5
1774,4
1775,3
1776,2
1777,4
1778,2
1779,1
1780,3
1781,5
1782,5
1783,3
1784,2
1785,3
1786,5
1787,4
1788,1
1789,1
1790,1
1791,5
1792,0
1793,3
1794,1
1795,2
1796,4
1797,5
1798,5
1799,0
1800,1
1801,1
1802,5
1803,0
1804,2
1805,5
1806,5
1807,0
1808,1
1809,1
1810,5
1811,3
1812,5
1813,5
1814,1
1815,4
1816,2
1817,3
1818,0
1819,3
1820,3
1821,2
1822,2
1823,5
1824,3
1825,3
1826,2
1827,3
1828,4
1829,3
1830,2
1831,0
1832,0
1833,5
1834,0
1835,3
1836,1
1837,0
1838,0
1839,3
1840,5
1841,0
1842,1
1843,5
1844,2
1845,3
1846,0
1847,3
1848,0
1849,3
1850,3
1851,1
1852,0
1853,2
1854,1
1855,2
1856,1
1857,2
1858,5
1859,0
1860,2
1861,2
1862,2
1863,5
1864,4
1865,2
1866,4
1867,3
1868,0
1869,2
1870,0
1871,4
1872,0
1873,5
1874,4
1875,1
1876,0
1877,4
1878,3
1879,1
1880,5
1881,3
1882,5
1883,3
1884,0
1885,4
1886,3
1887,5
1888,0
1889,3
1890,2
1891,0
1892,1
1893,4
1894,3
1895,1
1896,3
1897,0
1898,5
1899,2
1900,1
1901,2
1902,1
1903,2
1904,5
1905,4
1906,2
1907,3
1908,1
1909,2
1910,0
1911,3
1912,2
1913,3
1914,0
1915,5
1916,1
1917,0
1918,4
1919,1
1920,0
1921,3
1922,4
1923,0
1924,5
1925,5
1926,1
1927,4
1928,4
1929,3
1930,2
1931,2
1932,1
1933,5
1934,4
1935,0
1936,1
1937,0
1938,2
1939,3
1940,5
1941,1
1942,3
1943,5
1944,2
1945,4
1946,3
1947,2
1948,1
1949,3
1950,5
1951,1
1952,5
1953,5
1954,4
1955,1
1956,0
1957,1
1958,2
1959,5
1960,5
1961,1
1962,4
1963,0
1964,4
1965,2
1966,5
1967,1
1968,3
1969,1
1970,2
1971,0
1972,4
1973,2
1974,0
1975,2
1976,2
1977,1
1978,2
1979,4
1980,2
1981,0
1982,0
1983,2
1984,3
1985,4
1986,5
1987,0
1988,1
1989,2
1990,3
1991,5
1992,1
1993,2
1994,3
1995,4
1996,0
1997,4
1998,0
1999,2
2000,3
2001,3
2002,1
2003,5
2004,0
2005,1
2006,0
2007,1
2008,0
2009,0
2010,5
2011,3
2012,0
2013,1
2014,5
2015,0
2016,3
2017,3
2018,4
2019,3
2020,1
2021,0
2022,4
2023,4
2024,5
2025,4
2026,0
2027,2
2028,3
2029,2
2030,5
2031,2
2032,3
2033,5
2034,1
2035,0
2036,4
2037,3
2038,2
2039,3
2040,3
2041,5
2042,2
2043,3
2044,4
2045,1
2046,3
2047,4
2048,3
2049,1
2050,2
2051,5
2052,5
2053,2
2054,3
2055,4
2056,5
2057,2
2058,0
2059,3
2060,5
2061,0
2062,2
2063,1
2064,1
2065,1
2066,0
2067,0
2068,2
2069,2
2070,0
2071,0
2072,0
2073,2
2074,0
2075,0
2076,0
2077,0
2078,1
2079,0
2080,0
2081,1
2082,4
2083,1
2084,4
2085,0
2086,0
2087,3
2088,3
2089,0
2090,1
2091,0
2092,4
2093,3
2094,1
2095,4
2096,4
2097,4
2098,3
2099,1
2100,0
2101,5
2102,0
2103,1
2104,2
2105,2
2106,3
2107,4
2108,0
2109,3
2110,3
2111,1
2112,2
2113,0
2114,4
2115,0
2116,3
2117,4
2118,3
2119,0
2120,5
2121,0
2122,2
2123,3
2124,4
2125,1
2126,4
2127,0
2128,2
2129,4
2130,0
2131,0
2132,4
2133,2
2134,5
2135,2
2136,1
2137,5
2138,3
2139,5
2140,4
2141,4
2142,1
2143,2
2144,3
2145,4
2146,5
2147,0
2148,1
2149,2
2150,3
2151,0
2152,1
2153,1
2154,4
2155,2
2156,2
2157,3
2158,3
2159,3
2160,1
2161,5
2162,1
2163,0
2164,1
2165,4
2166,1
2167,0
2168,0
2169,0
2170,3
2171,4
2172,1
2173,3
2174,4
2175,3
2176,1
2177,2
2178,4
2179,3
2180,4
2181,3
2182,3
2183,5
2184,2
2185,4
2186,2
2187,4
2188,0
2189,4
2190,1
2191,2
2192,0
2193,0
2194,3
2195,4
2196,5
2197,0
2198,2
2199,5
2200,5
2201,0
2202,1
2203,1
2204,2
2205,1
2206,0
2207,2
2208,2
2209,3
2210,3
2211,5
2212,2
2213,2
2214,4
2215,1
2216,4
2217,2
2218,4
2219,1
2220,0
2221,0
2222,4
2223,2
2224,5
2225,1
2226,1
2227,1
2228,3
2229,0
2230,4
2231,0
2232,1
2233,5
2234,3
2235,3
2236,2
2237,0
2238,2
2239,5
2240,2
2241,0
2242,2
2243,5
2244,1
2245,3
2246,2
2247,0
2248,5
2249,0
2250,4
2251,0
2252,1
2253,2
2254,0
2255,2
2256,3
2257,5
2258,0
2259,2
2260,2
2261,3
2262,1
2263,0
2264,5
2265,5
2266,4
2267,0
2268,5
2269,5
2270,3
2271,0
2272,0
2273,2
2274,0
2275,4
2276,4
2277,4
2278,0
2279,1
2280,0
2281,0
2282,3
2283,5
2284,5
2285,0
2286,5
2287,0
2288,0
2289,0
2290,0
2291,5
2292,0
2293,2
2294,0
2295,5
2296,2
2297,5
2298,4
2299,2
2300,2
2301,0
2302,2
2303,0
2304,2
2305,1
2306,1
2307,5
2308,3
2309,1
2310,5
2311,4
2312,0
2313,1
2314,5
2315,5
2316,2
2317,4
2318,2
2319,0
2320,4
2321,1
2322,2
2323,2
2324,0
2325,1
2326,3
2327,2
2328,3
2329,1
2330,1
2331,2
2332,3
2333,3
2334,0
2335,1
2336,3
2337,4
2338,5
2339,5
2340,3
2341,3
2342,3
2343,1
2344,3
2345,1
2346,1
2347,1
2348,4
2349,2
2350,1
2351,3
2352,0
2353,4
2354,4
2355,4
2356,5
2357,5
2358,5
2359,2
2360,2
2361,2
2362,4
2363,3
2364,0
2365,1
2366,2
2367,5
2368,5
2369,5
2370,4
2371,2
2372,5
2373,0
2374,3
2375,1
2376,4
2377,0
2378,3
2379,1
2380,2
2381,0
2382,1
2383,2
2384,3
2385,5
2386,0
2387,4
2388,4
2389,5
2390,2
2391,0
2392,1
2393,2
2394,4
2395,1
2396,5
2397,1
2398,5
2399,0
2400,4
2401,5
2402,5
2403,2
2404,2
2405,4
2406,1
2407,2
2408,5
2409,2
2410,1
2411,1
2412,0
2413,0
2414,0
2415,4
2416,3
2417,0
2418,2
2419,3
2420,1
2421,1
2422,1
2423,1
2424,3
2425,0
2426,1
2427,4
2428,0
2429,0
2430,3
2431,2
2432,4
2433,3
2434,1
2435,0
2436,5
2437,1
2438,1
2439,2
2440,0
2441,4
2442,0
2443,0
2444,4
2445,0
2446,0
2447,2
2448,5
2449,0
2450,1
2451,2
2452,3
2453,1
2454,0
2455,4
2456,0
2457,1
2458,2
2459,2
2460,1
2461,0
2462,1
2463,4
2464,4
2465,4
2466,0
2467,4
2468,1
2469,5
2470,5
2471,4
2472,1
2473,2
2474,2
2475,0
2476,4
2477,2
2478,5
2479,3
2480,4
2481,2
2482,1
2483,2
2484,1
2485,1
2486,3
2487,4
2488,0
2489,5
2490,5
2491,4
2492,2
2493,1
2494,5
2495,2
2496,1
2497,5
2498,1
2499,0
2500,3
2501,0
2502,0
2503,0
2504,0
2505,4
2506,5
2507,4
2508,4
2509,0
2510,5
2511,0
2512,2
2513,5
2514,1
2515,1
2516,1
2517,1
2518,0
2519,1
2520,4
2521,2
2522,1
2523,2
2524,0
2525,3
2526,5
2527,4
2528,3
2529,4
2530,1
2531,3
2532,2
2533,0
2534,2
2535,4
2536,3
2537,1
2538,1
2539,4
2540,2
2541,3
2542,0
2543,5
2544,1
2545,4
2546,0
2547,3
2548,0
2549,5
2550,1
2551,2
2552,2
2553,0
2554,5
2555,4
2556,2
2557,2
2558,5
2559,3
2560,0
2561,0
2562,5
2563,5
2564,0
2565,2
2566,4
2567,2
2568,0
2569,0
2570,0
2571,1
2572,1
2573,5
2574,5
2575,3
2576,2
2577,3
2578,4
2579,5
2580,0
2581,3
2582,3
2583,4
2584,4
2585,4
2586,1
2587,0
2588,0
2589,2
2590,1
2591,4
2592,3
2593,5
2594,0
2595,2
2596,2
2597,4
2598,0
2599,0
2600,0
2601,3
2602,0
2603,1
2604,1
2605,5
2606,0
2607,0
2608,4
2609,3
2610,1
2611,1
2612,0
2613,3
2614,2
2615,5
2616,2
2617,4
2618,3
2619,1
2620,0
2621,2
2622,4
2623,4
2624,0
2625,5
2626,2
2627,5
2628,4
2629,5
2630,3
2631,0
2632,0
2633,5
2634,1
2635,4
2636,1
2637,4
2638,2
2639,5
2640,2
2641,0
2642,4
2643,5
2644,3
2645,1
2646,2
2647,0
2648,4
2649,0
2650,2
2651,0
2652,2
2653,1
2654,3
2655,5
2656,0
2657,1
2658,2
2659,3
2660,2
2661,5
2662,1
2663,3
2664,1
2665,5
2666,3
2667,1
2668,4
2669,2
2670,3
2671,5
2672,2
2673,4
2674,1
2675,1
2676,4
2677,4
2678,4
2679,3
2680,3
2681,2
2682,1
2683,0
2684,0
2685,1
2686,4
2687,0
2688,0
2689,0
2690,0
2691,1
2692,0
2693,2
2694,1
2695,3
2696,3
2697,3
2698,1
2699,0
2700,0
2701,2
2702,5
2703,2
2704,0
2705,3
2706,1
2707,1
2708,3
2709,5
2710,1
2711,2
2712,0
2713,4
2714,2
2715,4
2716,3
2717,3
2718,4
2719,5
2720,0
2721,4
2722,1
2723,3
2724,5
2725,3
2726,4
2727,5
2728,4
2729,1
2730,3
2731,1
2732,3
2733,3
2734,2
2735,1
2736,2
2737,1
2738,4
2739,2
2740,5
2741,0
2742,3
2743,1
2744,5
2745,3
2746,5
2747,2
2748,2
2749,3
2750,1
2751,0
2752,1
2753,3
2754,2
2755,4
2756,1
2757,3
2758,2
2759,5
2760,1
2761,1
2762,5
2763,4
2764,3
2765,3
2766,3
2767,4
2768,5
2769,5
2770,2
2771,2
2772,5
2773,3
2774,2
2775,0
2776,1
2777,2
2778,5
2779,2
2780,2
2781,0
2782,0
2783,0
2784,2
2785,1
2786,0
2787,3
2788,5
2789,4
2790,0
2791,5
2792,3
2793,1
2794,1
2795,3
2796,0
2797,0
2798,5
2799,4
2800,0
2801,0
2802,1
2803,0
2804,0
2805,3
2806,3
2807,0
2808,0
2809,0
2810,2
2811,3
2812,4
2813,2
2814,3
2815,4
2816,0
2817,2
2818,1
2819,1
2820,1
2821,0
2822,3
2823,3
2824,5
2825,2
2826,1
2827,0
2828,0
2829,4
2830,4
2831,4
2832,2
2833,0
2834,1
2835,4
2836,3
2837,3
2838,1
2839,5
2840,0
2841,5
2842,2
2843,5
2844,5
2845,2
2846,1
2847,2
2848,3
2849,2
2850,0
2851,0
2852,5
2853,2
2854,4
2855,4
2856,2
2857,0
2858,1
2859,2
2860,2
2861,0
2862,3
2863,1
2864,0
2865,2
2866,2
2867,5
2868,2
2869,2
2870,2
2871,1
2872,5
2873,5
2874,1
2875,4
2876,0
2877,2
2878,4
2879,0
2880,3
2881,0
2882,0
2883,2
2884,0
2885,1
2886,0
2887,0
2888,0
2889,0
2890,3
2891,2
2892,1
2893,4
2894,3
2895,2
2896,2
2897,4
2898,3
2899,3
2900,1
2901,3
2902,0
2903,4
2904,2
2905,0
2906,5
2907,5
2908,4
2909,1
2910,5
2911,1
2912,5
2913,2
2914,4
2915,0
2916,4
2917,4
2918,3
2919,4
2920,3
2921,0
2922,0
2923,0
2924,3
2925,1
2926,0
2927,2
2928,0
2929,4
2930,5
2931,3
2932,0
2933,2
2934,0
2935,5
2936,0
2937,0
2938,5
2939,1
2940,0
2941,5
2942,4
2943,4
2944,5
2945,3
2946,2
2947,5
2948,3
2949,0
2950,3
2951,0
2952,0
2953,0
2954,5
2955,1
2956,0
2957,0
2958,0
2959,5
2960,3
2961,0
2962,0
2963,1
2964,2
2965,4
2966,3
2967,3
2968,2
2969,2
2970,2
2971,0
2972,4
2973,5
2974,2
2975,2
2976,4
2977,5
2978,5
2979,2
2980,1
2981,4
2982,1
2983,2
2984,2
2985,3
2986,4
2987,2
2988,3
2989,5
2990,4
2991,2
2992,0
2993,0
2994,3
2995,0
2996,0
2997,2
